datetime,station_id,line_id,passenger_count,weather,temperature,hour,day,month,year,weekday,is_weekend,is_holiday
2023-03-04 23:57:00,S4,L2,26,sunny,22.2,23,4,3,2023,5,1,0
2023-02-04 02:56:00,S2,L3,16,cloudy,20.7,2,4,2,2023,5,1,0
2023-04-22 00:19:00,S5,L2,18,sunny,21.4,0,22,4,2023,5,1,0
2023-06-02 23:00:00,S3,L3,15,rainy,24.2,23,2,6,2023,4,0,0
2023-08-23 03:19:00,S1,L2,19,rainy,25.8,3,23,8,2023,2,0,0
2023-01-03 06:04:00,S2,L3,19,cloudy,31.7,6,3,1,2023,1,0,0
2023-06-23 04:31:00,S4,L2,20,cloudy,22.8,4,23,6,2023,4,0,0
2023-11-08 20:04:00,S3,L1,24,rainy,23.8,20,8,11,2023,2,0,0
2023-09-04 22:05:00,S3,L3,19,rainy,37.4,22,4,9,2023,0,0,0
2023-05-09 02:48:00,S1,L2,23,sunny,27.3,2,9,5,2023,1,0,0
2023-01-11 05:13:00,S4,L3,15,rainy,28.4,5,11,1,2023,2,0,0
2023-11-16 07:49:00,S5,L3,11,sunny,30.7,7,16,11,2023,3,0,0
2023-07-13 19:46:00,S3,L2,20,rainy,24.4,19,13,7,2023,3,0,0
2023-03-13 21:41:00,S1,L3,16,sunny,26.9,21,13,3,2023,0,0,0
2023-07-28 17:54:00,S5,L2,18,rainy,25.4,17,28,7,2023,4,0,0
2023-04-21 15:05:00,S4,L1,15,rainy,26.6,15,21,4,2023,4,0,0
2023-05-18 17:19:00,S3,L3,19,sunny,31.2,17,18,5,2023,3,0,0
2023-05-29 07:30:00,S5,L1,25,sunny,30.4,7,29,5,2023,0,0,0
2023-03-14 08:40:00,S5,L3,17,cloudy,15.6,8,14,3,2023,1,0,0
2023-04-20 11:03:00,S5,L3,28,cloudy,32.0,11,20,4,2023,3,0,0
2023-12-10 13:53:00,S3,L3,17,rainy,25.3,13,10,12,2023,6,1,0
2023-02-07 06:45:00,S3,L2,28,rainy,29.0,6,7,2,2023,1,0,0
2023-10-27 18:35:00,S2,L1,21,sunny,25.0,18,27,10,2023,4,0,0
2023-09-24 00:10:00,S4,L3,19,rainy,26.7,0,24,9,2023,6,1,0
2023-03-05 15:13:00,S1,L2,25,cloudy,33.6,15,5,3,2023,6,1,0
2023-12-09 06:50:00,S5,L3,17,sunny,28.7,6,9,12,2023,5,1,0
2023-09-18 15:51:00,S2,L2,17,rainy,33.3,15,18,9,2023,0,0,0
2023-04-26 10:19:00,S1,L3,28,sunny,26.7,10,26,4,2023,2,0,1
2023-04-20 16:58:00,S2,L1,24,cloudy,26.2,16,20,4,2023,3,0,0
2023-01-20 21:27:00,S3,L1,15,cloudy,27.1,21,20,1,2023,4,0,0
2023-09-14 19:52:00,S5,L3,13,cloudy,20.7,19,14,9,2023,3,0,0
2023-08-15 21:29:00,S1,L2,15,rainy,13.5,21,15,8,2023,1,0,0
2023-05-08 04:00:00,S1,L3,17,rainy,23.1,4,8,5,2023,0,0,0
2023-05-10 05:42:00,S1,L2,20,rainy,32.1,5,10,5,2023,2,0,0
2023-11-10 01:11:00,S1,L3,28,rainy,34.1,1,10,11,2023,4,0,0
2023-09-23 08:06:00,S1,L2,28,rainy,17.0,8,23,9,2023,5,1,1
2023-03-14 00:14:00,S2,L1,19,rainy,33.4,0,14,3,2023,1,0,0
2023-12-28 02:05:00,S5,L3,18,cloudy,24.0,2,28,12,2023,3,0,0
2023-07-08 22:12:00,S3,L1,14,cloudy,19.9,22,8,7,2023,5,1,1
2023-01-27 20:08:00,S3,L1,19,rainy,32.3,20,27,1,2023,4,0,1
2023-05-04 10:03:00,S3,L3,18,cloudy,24.5,10,4,5,2023,3,0,0
2023-08-25 03:22:00,S3,L3,20,sunny,40.1,3,25,8,2023,4,0,0
2023-10-02 11:11:00,S2,L2,22,rainy,23.6,11,2,10,2023,0,0,0
2023-11-18 23:15:00,S4,L2,19,sunny,25.6,23,18,11,2023,5,1,0
2023-09-07 22:28:00,S5,L1,20,rainy,22.1,22,7,9,2023,3,0,0
2023-01-24 17:57:00,S1,L2,20,rainy,27.7,17,24,1,2023,1,0,0
2023-07-08 16:32:00,S4,L2,23,cloudy,31.0,16,8,7,2023,5,1,0
2023-08-03 02:54:00,S3,L3,27,sunny,18.3,2,3,8,2023,3,0,0
2023-09-30 15:44:00,S4,L2,32,cloudy,30.3,15,30,9,2023,5,1,0
2023-11-22 23:29:00,S5,L1,19,rainy,25.0,23,22,11,2023,2,0,0
2023-07-04 02:19:00,S1,L2,13,sunny,22.7,2,4,7,2023,1,0,0
2023-09-05 11:25:00,S1,L1,17,rainy,20.0,11,5,9,2023,1,0,0
2023-11-20 03:27:00,S5,L3,16,cloudy,31.9,3,20,11,2023,0,0,0
2023-06-09 03:33:00,S5,L1,20,rainy,28.4,3,9,6,2023,4,0,0
2023-05-31 16:35:00,S3,L2,19,rainy,24.1,16,31,5,2023,2,0,0
2023-11-26 05:39:00,S1,L3,16,cloudy,30.9,5,26,11,2023,6,1,0
2023-08-12 06:35:00,S4,L2,20,rainy,29.6,6,12,8,2023,5,1,0
2023-02-07 07:01:00,S2,L3,16,sunny,31.3,7,7,2,2023,1,0,0
2023-05-13 20:09:00,S2,L3,19,cloudy,35.2,20,13,5,2023,5,1,0
2023-07-19 00:54:00,S5,L2,20,rainy,28.1,0,19,7,2023,2,0,0
2023-12-06 02:31:00,S3,L2,23,cloudy,36.7,2,6,12,2023,2,0,0
2023-10-22 18:52:00,S2,L3,22,rainy,34.1,18,22,10,2023,6,1,0
2023-10-01 05:04:00,S1,L3,14,cloudy,30.9,5,1,10,2023,6,1,0
2023-09-01 08:29:00,S5,L2,24,cloudy,18.5,8,1,9,2023,4,0,0
2023-11-27 02:44:00,S4,L1,15,sunny,27.5,2,27,11,2023,0,0,1
2023-07-22 02:18:00,S5,L2,21,cloudy,28.2,2,22,7,2023,5,1,0
2023-09-28 00:08:00,S4,L3,14,sunny,28.1,0,28,9,2023,3,0,0
2023-11-02 11:52:00,S5,L2,17,cloudy,26.5,11,2,11,2023,3,0,0
2023-10-08 04:18:00,S5,L1,17,cloudy,30.2,4,8,10,2023,6,1,0
2023-01-10 09:54:00,S5,L2,19,rainy,30.9,9,10,1,2023,1,0,0
2023-12-13 11:15:00,S4,L3,20,rainy,18.6,11,13,12,2023,2,0,0
2023-05-24 13:38:00,S4,L2,19,rainy,33.8,13,24,5,2023,2,0,1
2023-02-05 06:26:00,S5,L3,19,cloudy,19.6,6,5,2,2023,6,1,0
2023-02-07 20:47:00,S2,L3,20,cloudy,25.0,20,7,2,2023,1,0,0
2023-03-06 14:53:00,S3,L2,22,sunny,22.6,14,6,3,2023,0,0,0
2023-02-06 07:35:00,S3,L3,22,sunny,23.4,7,6,2,2023,0,0,0
2023-05-08 20:33:00,S3,L3,28,sunny,32.4,20,8,5,2023,0,0,0
2023-12-16 03:00:00,S4,L1,22,rainy,27.6,3,16,12,2023,5,1,0
2023-09-17 09:04:00,S4,L1,24,rainy,30.4,9,17,9,2023,6,1,0
2023-04-11 07:53:00,S2,L1,12,sunny,30.2,7,11,4,2023,1,0,1
2023-02-11 12:52:00,S3,L1,22,cloudy,17.4,12,11,2,2023,5,1,0
2023-04-14 02:00:00,S3,L3,18,rainy,24.2,2,14,4,2023,4,0,1
2023-10-14 18:05:00,S5,L2,17,rainy,30.7,18,14,10,2023,5,1,0
2023-10-02 16:51:00,S4,L3,25,sunny,30.3,16,2,10,2023,0,0,0
2023-02-06 20:31:00,S3,L3,15,rainy,18.2,20,6,2,2023,0,0,0
2023-02-13 01:31:00,S2,L3,20,sunny,32.2,1,13,2,2023,0,0,0
2023-01-30 17:32:00,S2,L2,16,rainy,30.1,17,30,1,2023,0,0,0
2023-10-23 19:02:00,S3,L1,19,cloudy,22.2,19,23,10,2023,0,0,0
2023-12-11 00:42:00,S4,L3,27,cloudy,29.0,0,11,12,2023,0,0,1
2023-11-27 04:24:00,S2,L3,19,rainy,25.9,4,27,11,2023,0,0,0
2023-11-28 08:06:00,S5,L1,13,sunny,29.5,8,28,11,2023,1,0,1
2023-08-27 22:45:00,S2,L3,22,rainy,18.0,22,27,8,2023,6,1,0
2023-02-05 23:31:00,S1,L2,24,sunny,25.2,23,5,2,2023,6,1,0
2023-02-25 21:22:00,S1,L3,28,rainy,32.9,21,25,2,2023,5,1,0
2023-03-16 08:20:00,S4,L3,14,cloudy,29.7,8,16,3,2023,3,0,0
2023-07-18 06:08:00,S3,L1,19,cloudy,31.0,6,18,7,2023,1,0,0
2023-06-15 14:41:00,S4,L3,19,rainy,25.8,14,15,6,2023,3,0,0
2023-09-09 07:32:00,S4,L3,16,rainy,29.8,7,9,9,2023,5,1,0
2023-11-28 04:18:00,S4,L2,22,rainy,26.2,4,28,11,2023,1,0,0
2023-12-23 07:01:00,S4,L1,12,cloudy,22.4,7,23,12,2023,5,1,0
2023-12-12 00:32:00,S5,L1,26,cloudy,25.7,0,12,12,2023,1,0,0
2023-02-20 07:43:00,S5,L2,17,sunny,34.3,7,20,2,2023,0,0,0
2023-07-13 08:56:00,S2,L3,21,rainy,32.7,8,13,7,2023,3,0,0
2023-09-16 17:47:00,S1,L1,18,rainy,22.0,17,16,9,2023,5,1,1
2023-01-10 06:13:00,S4,L1,16,cloudy,24.9,6,10,1,2023,1,0,0
2023-08-19 11:59:00,S2,L3,21,rainy,22.4,11,19,8,2023,5,1,0
2023-01-15 13:12:00,S1,L3,10,sunny,27.9,13,15,1,2023,6,1,0
2023-11-08 23:17:00,S3,L1,24,rainy,32.0,23,8,11,2023,2,0,1
2023-11-21 02:53:00,S5,L3,24,cloudy,37.2,2,21,11,2023,1,0,0
2023-05-12 08:56:00,S1,L1,25,rainy,19.9,8,12,5,2023,4,0,0
2023-04-27 01:51:00,S3,L3,12,cloudy,31.3,1,27,4,2023,3,0,0
2023-04-12 01:35:00,S1,L3,27,sunny,27.0,1,12,4,2023,2,0,0
2023-08-08 21:05:00,S5,L2,23,sunny,25.2,21,8,8,2023,1,0,0
2023-07-11 02:45:00,S5,L3,20,rainy,22.3,2,11,7,2023,1,0,0
2023-08-22 01:21:00,S2,L2,15,rainy,35.9,1,22,8,2023,1,0,0
2023-02-03 05:37:00,S4,L3,18,cloudy,18.9,5,3,2,2023,4,0,0
2023-02-24 12:47:00,S1,L1,23,sunny,24.6,12,24,2,2023,4,0,0
2023-03-09 08:14:00,S1,L1,18,sunny,28.8,8,9,3,2023,3,0,0
2023-11-11 05:24:00,S3,L3,17,sunny,29.3,5,11,11,2023,5,1,0
2023-07-28 19:39:00,S5,L3,16,sunny,33.2,19,28,7,2023,4,0,0
2023-02-16 16:20:00,S1,L1,21,rainy,22.6,16,16,2,2023,3,0,0
2023-09-02 13:07:00,S5,L3,17,rainy,30.1,13,2,9,2023,5,1,0
2023-01-13 21:38:00,S1,L2,19,cloudy,26.7,21,13,1,2023,4,0,0
2023-08-08 11:55:00,S2,L2,23,sunny,27.2,11,8,8,2023,1,0,0
2023-04-30 16:50:00,S4,L2,25,rainy,24.7,16,30,4,2023,6,1,0
2023-01-22 19:56:00,S1,L2,32,rainy,27.8,19,22,1,2023,6,1,0
2023-04-25 21:58:00,S5,L2,23,sunny,26.3,21,25,4,2023,1,0,1
2023-03-05 19:43:00,S2,L3,17,rainy,25.2,19,5,3,2023,6,1,0
2023-09-19 02:08:00,S1,L3,21,cloudy,24.4,2,19,9,2023,1,0,0
2023-09-11 10:38:00,S3,L2,24,cloudy,28.9,10,11,9,2023,0,0,0
2023-03-20 03:49:00,S4,L3,21,sunny,20.3,3,20,3,2023,0,0,1
2023-11-21 15:30:00,S1,L3,19,cloudy,26.0,15,21,11,2023,1,0,0
2023-02-12 15:17:00,S2,L2,19,rainy,23.2,15,12,2,2023,6,1,0
2023-12-16 04:38:00,S3,L3,18,cloudy,26.4,4,16,12,2023,5,1,0
2023-01-07 08:37:00,S2,L3,27,rainy,26.4,8,7,1,2023,5,1,0
2023-03-27 04:55:00,S2,L3,21,sunny,31.3,4,27,3,2023,0,0,0
2023-03-17 05:19:00,S3,L2,24,sunny,30.3,5,17,3,2023,4,0,0
2023-01-14 06:37:00,S2,L3,14,rainy,28.5,6,14,1,2023,5,1,1
2023-07-08 11:26:00,S3,L1,30,rainy,27.9,11,8,7,2023,5,1,1
2023-01-21 20:25:00,S1,L1,27,cloudy,26.0,20,21,1,2023,5,1,1
2023-06-21 08:34:00,S3,L2,21,rainy,26.0,8,21,6,2023,2,0,0
2023-06-02 06:35:00,S3,L1,20,sunny,18.3,6,2,6,2023,4,0,0
2023-06-05 15:29:00,S4,L2,16,rainy,30.7,15,5,6,2023,0,0,0
2023-06-16 08:15:00,S3,L1,22,cloudy,28.3,8,16,6,2023,4,0,0
2023-11-04 07:22:00,S3,L1,24,cloudy,33.0,7,4,11,2023,5,1,0
2023-07-20 23:24:00,S1,L1,18,rainy,24.2,23,20,7,2023,3,0,0
2023-06-05 07:24:00,S4,L2,22,cloudy,33.3,7,5,6,2023,0,0,1
2023-10-02 06:22:00,S5,L2,25,cloudy,26.0,6,2,10,2023,0,0,0
2023-01-14 21:32:00,S1,L3,16,sunny,24.1,21,14,1,2023,5,1,0
2023-01-10 20:05:00,S1,L2,25,rainy,34.7,20,10,1,2023,1,0,0
2023-11-21 12:52:00,S5,L1,13,sunny,28.8,12,21,11,2023,1,0,0
2023-11-23 16:55:00,S3,L1,20,sunny,35.4,16,23,11,2023,3,0,0
2023-02-14 05:13:00,S2,L2,28,cloudy,27.9,5,14,2,2023,1,0,0
2023-01-30 12:34:00,S4,L2,18,sunny,31.0,12,30,1,2023,0,0,0
2023-09-14 09:27:00,S2,L2,19,rainy,32.1,9,14,9,2023,3,0,0
2023-03-03 21:39:00,S5,L3,23,rainy,25.6,21,3,3,2023,4,0,0
2023-05-19 03:10:00,S1,L1,24,rainy,28.7,3,19,5,2023,4,0,0
2023-12-16 20:17:00,S1,L3,26,sunny,27.8,20,16,12,2023,5,1,0
2023-04-12 10:42:00,S4,L3,18,rainy,31.2,10,12,4,2023,2,0,0
2023-03-16 05:23:00,S1,L1,21,rainy,21.7,5,16,3,2023,3,0,0
2023-01-09 09:13:00,S1,L1,17,sunny,30.0,9,9,1,2023,0,0,0
2023-01-06 08:55:00,S4,L2,21,sunny,31.6,8,6,1,2023,4,0,0
2023-08-06 01:53:00,S4,L2,28,sunny,23.6,1,6,8,2023,6,1,0
2023-11-11 10:45:00,S5,L3,25,sunny,22.6,10,11,11,2023,5,1,0
2023-10-18 06:22:00,S1,L2,18,cloudy,18.7,6,18,10,2023,2,0,0
2023-04-23 12:27:00,S1,L2,21,sunny,37.4,12,23,4,2023,6,1,0
2023-09-05 21:58:00,S5,L1,21,sunny,23.3,21,5,9,2023,1,0,0
2023-09-30 04:47:00,S3,L1,19,rainy,34.1,4,30,9,2023,5,1,0
2023-11-27 14:07:00,S3,L2,21,rainy,26.0,14,27,11,2023,0,0,0
2023-05-14 22:44:00,S3,L1,20,sunny,32.5,22,14,5,2023,6,1,0
2023-09-09 16:17:00,S5,L2,18,sunny,29.9,16,9,9,2023,5,1,0
2023-09-10 00:07:00,S1,L1,20,sunny,37.5,0,10,9,2023,6,1,0
2023-11-08 11:07:00,S5,L1,25,rainy,34.2,11,8,11,2023,2,0,0
2023-10-06 16:57:00,S5,L1,23,rainy,28.1,16,6,10,2023,4,0,0
2023-06-19 06:21:00,S3,L1,16,sunny,28.5,6,19,6,2023,0,0,0
2023-03-22 12:38:00,S2,L2,23,rainy,30.4,12,22,3,2023,2,0,0
2023-05-26 14:23:00,S1,L3,27,rainy,40.4,14,26,5,2023,4,0,0
2023-01-25 16:32:00,S3,L1,28,sunny,27.3,16,25,1,2023,2,0,0
2023-09-18 09:27:00,S2,L2,29,rainy,20.5,9,18,9,2023,0,0,1
2023-01-25 21:28:00,S2,L2,23,sunny,28.2,21,25,1,2023,2,0,0
2023-02-26 16:00:00,S4,L1,20,cloudy,23.8,16,26,2,2023,6,1,0
2023-03-01 17:55:00,S1,L3,22,cloudy,28.1,17,1,3,2023,2,0,0
2023-01-11 09:59:00,S2,L1,21,cloudy,32.8,9,11,1,2023,2,0,0
2023-12-23 23:48:00,S3,L2,32,rainy,29.5,23,23,12,2023,5,1,0
2023-07-24 04:35:00,S4,L3,21,cloudy,24.0,4,24,7,2023,0,0,0
2023-01-25 17:58:00,S1,L2,17,rainy,26.0,17,25,1,2023,2,0,1
2023-05-05 07:31:00,S5,L1,16,sunny,21.7,7,5,5,2023,4,0,0
2023-12-26 16:56:00,S3,L3,31,cloudy,33.4,16,26,12,2023,1,0,0
2023-11-22 04:57:00,S2,L2,17,rainy,31.1,4,22,11,2023,2,0,0
2023-09-29 06:21:00,S2,L2,26,cloudy,21.6,6,29,9,2023,4,0,0
2023-01-21 22:14:00,S3,L2,17,rainy,39.6,22,21,1,2023,5,1,0
2023-10-27 14:35:00,S2,L1,20,rainy,25.9,14,27,10,2023,4,0,0
2023-10-29 02:54:00,S4,L3,18,sunny,28.5,2,29,10,2023,6,1,1
2023-10-12 19:17:00,S1,L1,26,rainy,25.3,19,12,10,2023,3,0,0
2023-04-25 02:52:00,S4,L1,19,rainy,29.1,2,25,4,2023,1,0,0
2023-12-07 15:51:00,S2,L1,14,cloudy,27.5,15,7,12,2023,3,0,0
2023-06-29 01:30:00,S5,L3,27,sunny,20.0,1,29,6,2023,3,0,1
2023-09-09 16:33:00,S1,L1,23,rainy,32.9,16,9,9,2023,5,1,0
2023-05-11 21:56:00,S1,L1,21,cloudy,22.9,21,11,5,2023,3,0,0
2023-04-07 03:37:00,S3,L1,19,sunny,31.6,3,7,4,2023,4,0,0
2023-01-04 18:54:00,S3,L1,26,rainy,25.8,18,4,1,2023,2,0,0
2023-07-13 12:50:00,S5,L2,13,cloudy,27.3,12,13,7,2023,3,0,0
2023-11-21 14:46:00,S1,L1,14,sunny,29.4,14,21,11,2023,1,0,0
2023-06-27 06:13:00,S5,L2,22,sunny,27.7,6,27,6,2023,1,0,0
2023-02-17 06:19:00,S3,L1,17,sunny,30.7,6,17,2,2023,4,0,0
2023-02-03 20:00:00,S3,L3,23,sunny,23.5,20,3,2,2023,4,0,0
2023-03-27 22:56:00,S1,L2,19,rainy,32.2,22,27,3,2023,0,0,0
2023-06-06 02:20:00,S4,L2,22,rainy,21.8,2,6,6,2023,1,0,0
2023-10-31 14:04:00,S2,L2,13,sunny,22.4,14,31,10,2023,1,0,0
2023-10-06 22:13:00,S3,L2,17,sunny,29.9,22,6,10,2023,4,0,0
2023-11-14 06:18:00,S3,L3,32,rainy,32.2,6,14,11,2023,1,0,0
2023-09-17 11:30:00,S4,L1,17,cloudy,28.4,11,17,9,2023,6,1,0
2023-01-10 11:07:00,S4,L2,17,sunny,34.5,11,10,1,2023,1,0,0
2023-07-15 08:04:00,S5,L3,21,rainy,22.8,8,15,7,2023,5,1,0
2023-06-04 06:56:00,S5,L2,19,rainy,21.2,6,4,6,2023,6,1,1
2023-07-05 01:26:00,S2,L1,20,cloudy,31.2,1,5,7,2023,2,0,0
2023-03-31 15:37:00,S2,L2,20,rainy,27.6,15,31,3,2023,4,0,0
2023-05-21 16:13:00,S1,L3,22,sunny,31.0,16,21,5,2023,6,1,0
2023-06-10 14:39:00,S5,L1,21,rainy,21.9,14,10,6,2023,5,1,0
2023-06-09 04:30:00,S3,L3,16,sunny,24.8,4,9,6,2023,4,0,0
2023-05-03 05:26:00,S5,L1,31,rainy,35.7,5,3,5,2023,2,0,1
2023-04-29 17:11:00,S3,L1,22,sunny,26.0,17,29,4,2023,5,1,0
2023-09-14 20:27:00,S4,L1,26,sunny,34.1,20,14,9,2023,3,0,0
2023-06-28 22:48:00,S5,L2,25,rainy,30.9,22,28,6,2023,2,0,0
2023-01-07 08:24:00,S4,L3,22,sunny,25.6,8,7,1,2023,5,1,0
2023-08-07 13:03:00,S2,L3,16,rainy,34.1,13,7,8,2023,0,0,0
2023-11-20 04:27:00,S2,L3,19,rainy,28.6,4,20,11,2023,0,0,0
2023-04-05 09:17:00,S1,L1,20,rainy,27.1,9,5,4,2023,2,0,0
2023-07-31 17:09:00,S5,L2,25,sunny,26.6,17,31,7,2023,0,0,0
2023-01-13 04:40:00,S4,L1,11,rainy,29.2,4,13,1,2023,4,0,0
2023-10-09 01:00:00,S3,L3,17,cloudy,21.4,1,9,10,2023,0,0,0
2023-11-19 03:52:00,S2,L2,26,sunny,31.5,3,19,11,2023,6,1,0
2023-08-19 00:50:00,S2,L2,26,cloudy,29.2,0,19,8,2023,5,1,0
2023-11-19 06:36:00,S3,L2,25,cloudy,24.1,6,19,11,2023,6,1,0
2023-04-14 18:17:00,S4,L3,15,cloudy,20.7,18,14,4,2023,4,0,0
2023-01-03 13:52:00,S4,L2,20,cloudy,25.7,13,3,1,2023,1,0,0
2023-05-13 02:27:00,S5,L2,20,rainy,28.3,2,13,5,2023,5,1,0
2023-03-23 05:29:00,S5,L1,18,cloudy,27.8,5,23,3,2023,3,0,0
2023-03-22 13:56:00,S1,L1,14,sunny,27.7,13,22,3,2023,2,0,0
2023-06-15 12:14:00,S2,L2,19,cloudy,30.4,12,15,6,2023,3,0,0
2023-12-14 10:31:00,S5,L2,19,cloudy,21.2,10,14,12,2023,3,0,1
2023-01-11 12:17:00,S4,L1,26,cloudy,26.7,12,11,1,2023,2,0,0
2023-08-11 07:28:00,S3,L1,20,rainy,28.5,7,11,8,2023,4,0,0
2023-04-03 11:54:00,S4,L1,26,cloudy,29.3,11,3,4,2023,0,0,0
2023-03-13 22:07:00,S2,L3,23,cloudy,31.5,22,13,3,2023,0,0,0
2023-05-02 21:59:00,S4,L3,19,cloudy,26.0,21,2,5,2023,1,0,0
2023-06-20 19:29:00,S1,L1,19,sunny,27.3,19,20,6,2023,1,0,0
2023-06-21 20:38:00,S2,L2,18,rainy,23.3,20,21,6,2023,2,0,0
2023-11-20 11:10:00,S3,L1,13,rainy,28.9,11,20,11,2023,0,0,0
2023-05-21 08:48:00,S1,L3,19,rainy,22.6,8,21,5,2023,6,1,0
2023-05-29 17:48:00,S2,L2,22,sunny,29.9,17,29,5,2023,0,0,0
2023-12-15 13:34:00,S3,L3,19,cloudy,32.9,13,15,12,2023,4,0,0
2023-03-17 03:27:00,S1,L2,16,sunny,29.3,3,17,3,2023,4,0,1
2023-06-30 15:30:00,S1,L3,21,rainy,33.4,15,30,6,2023,4,0,0
2023-11-10 03:16:00,S2,L2,25,rainy,24.7,3,10,11,2023,4,0,0
2023-12-01 04:29:00,S5,L2,22,rainy,21.0,4,1,12,2023,4,0,0
2023-11-15 02:20:00,S1,L2,20,sunny,26.2,2,15,11,2023,2,0,0
2023-08-30 22:14:00,S1,L2,25,rainy,23.9,22,30,8,2023,2,0,0
2023-09-03 18:29:00,S3,L3,20,cloudy,24.5,18,3,9,2023,6,1,0
2023-12-13 10:47:00,S4,L3,23,sunny,15.9,10,13,12,2023,2,0,0
2023-05-23 23:06:00,S2,L2,17,cloudy,27.9,23,23,5,2023,1,0,0
2023-06-09 09:04:00,S2,L2,22,rainy,27.1,9,9,6,2023,4,0,0
2023-04-20 07:35:00,S5,L3,22,rainy,31.2,7,20,4,2023,3,0,0
2023-05-10 08:38:00,S5,L2,19,sunny,29.8,8,10,5,2023,2,0,0
2023-09-14 03:05:00,S2,L2,18,cloudy,26.1,3,14,9,2023,3,0,0
2023-08-25 00:50:00,S5,L2,22,sunny,31.6,0,25,8,2023,4,0,1
2023-10-03 13:26:00,S3,L1,33,cloudy,31.4,13,3,10,2023,1,0,0
2023-07-13 03:47:00,S2,L2,18,rainy,24.6,3,13,7,2023,3,0,0
2023-04-29 23:01:00,S5,L1,17,sunny,28.0,23,29,4,2023,5,1,0
2023-06-26 21:17:00,S2,L2,18,sunny,34.6,21,26,6,2023,0,0,1
2023-04-16 19:23:00,S4,L3,20,cloudy,28.6,19,16,4,2023,6,1,0
2023-06-08 04:36:00,S1,L1,23,rainy,22.9,4,8,6,2023,3,0,0
2023-09-26 00:44:00,S2,L1,22,rainy,21.4,0,26,9,2023,1,0,0
2023-10-29 21:49:00,S1,L2,27,cloudy,19.6,21,29,10,2023,6,1,0
2023-10-31 20:08:00,S5,L2,16,cloudy,16.8,20,31,10,2023,1,0,1
2023-05-11 17:22:00,S1,L1,17,cloudy,24.6,17,11,5,2023,3,0,0
2023-08-20 00:18:00,S2,L3,28,cloudy,26.1,0,20,8,2023,6,1,0
2023-06-17 06:19:00,S4,L3,18,cloudy,22.1,6,17,6,2023,5,1,0
2023-05-07 19:04:00,S5,L2,21,rainy,23.6,19,7,5,2023,6,1,1
2023-07-08 09:13:00,S2,L3,23,rainy,22.2,9,8,7,2023,5,1,0
2023-03-07 14:47:00,S5,L3,24,sunny,19.1,14,7,3,2023,1,0,0
2023-09-14 20:18:00,S3,L2,23,rainy,26.2,20,14,9,2023,3,0,0
2023-06-17 03:44:00,S1,L3,22,cloudy,30.3,3,17,6,2023,5,1,0
2023-10-15 04:44:00,S3,L2,21,rainy,24.5,4,15,10,2023,6,1,0
2023-03-13 14:40:00,S2,L1,21,rainy,32.7,14,13,3,2023,0,0,0
2023-02-17 05:54:00,S4,L2,16,rainy,27.8,5,17,2,2023,4,0,0
2023-02-13 18:43:00,S5,L1,24,sunny,31.5,18,13,2,2023,0,0,0
2023-08-18 11:42:00,S1,L1,18,sunny,27.2,11,18,8,2023,4,0,0
2023-12-15 11:25:00,S5,L3,23,cloudy,30.4,11,15,12,2023,4,0,0
2023-10-19 10:59:00,S2,L3,10,cloudy,19.9,10,19,10,2023,3,0,0
2023-07-05 03:43:00,S5,L3,22,sunny,31.2,3,5,7,2023,2,0,0
2023-06-01 19:14:00,S1,L2,15,rainy,27.0,19,1,6,2023,3,0,0
2023-09-28 12:03:00,S2,L3,29,rainy,32.5,12,28,9,2023,3,0,0
2023-04-11 01:55:00,S5,L1,21,sunny,25.7,1,11,4,2023,1,0,0
2023-11-11 11:49:00,S4,L3,24,cloudy,35.7,11,11,11,2023,5,1,0
2023-05-03 16:01:00,S2,L3,24,rainy,29.7,16,3,5,2023,2,0,0
2023-12-13 11:21:00,S2,L2,19,cloudy,22.5,11,13,12,2023,2,0,0
2023-06-19 01:20:00,S4,L2,35,rainy,32.6,1,19,6,2023,0,0,0
2023-01-18 02:49:00,S3,L1,25,cloudy,21.7,2,18,1,2023,2,0,0
2023-04-30 14:04:00,S1,L2,21,rainy,21.4,14,30,4,2023,6,1,0
2023-05-30 22:19:00,S3,L3,21,cloudy,33.4,22,30,5,2023,1,0,0
2023-05-08 15:56:00,S5,L2,18,cloudy,28.7,15,8,5,2023,0,0,0
2023-12-16 08:37:00,S4,L1,17,cloudy,27.4,8,16,12,2023,5,1,0
2023-04-29 05:24:00,S3,L3,19,sunny,24.5,5,29,4,2023,5,1,0
2023-03-25 22:58:00,S2,L1,16,cloudy,31.2,22,25,3,2023,5,1,0
2023-05-17 15:53:00,S5,L2,20,sunny,25.6,15,17,5,2023,2,0,0
2023-04-26 14:59:00,S5,L2,16,sunny,28.0,14,26,4,2023,2,0,0
2023-12-06 07:46:00,S3,L1,24,cloudy,21.4,7,6,12,2023,2,0,0
2023-01-24 19:19:00,S3,L3,17,sunny,26.7,19,24,1,2023,1,0,0
2023-08-03 00:14:00,S4,L2,22,sunny,27.9,0,3,8,2023,3,0,0
2023-07-14 10:43:00,S1,L2,15,sunny,29.7,10,14,7,2023,4,0,0
2023-11-06 00:45:00,S3,L3,21,rainy,28.7,0,6,11,2023,0,0,0
2023-10-05 10:57:00,S3,L2,24,cloudy,25.3,10,5,10,2023,3,0,0
2023-01-21 11:16:00,S2,L1,18,sunny,28.4,11,21,1,2023,5,1,0
